Wall time,Step,Value
1587129368.5037212,0,2.812068223953247
1587130186.7072976,1,1.6804097890853882
1587131000.3297622,2,1.3773707151412964
1587131823.0971947,3,1.216767430305481
1587132634.2057714,4,1.1335963010787964
1587133446.7621279,5,1.0641624927520752
1587134258.2258694,6,1.017668604850769
1587135068.5805297,7,0.9890153408050537
1587135879.9455743,8,0.9385699033737183
1587136690.8995333,9,0.9143428802490234
1587137502.1405866,10,0.8884060978889465
1587138312.595063,11,0.8625907301902771
1587139121.9863544,12,0.8261908292770386
1587139932.0801692,13,0.8067165017127991
1587140740.0477397,14,0.7775527238845825
1587141551.5212739,15,0.759026288986206
1587142359.7095208,16,0.7296100854873657
1587143170.1632957,17,0.7207775115966797
1587143978.7955244,18,0.6858453154563904
1587144786.3238103,19,0.6721463799476624
1587145596.8941908,20,0.645048201084137
1587146405.3192308,21,0.6232403516769409
1587147212.4977076,22,0.5952703356742859
1587148023.0003233,23,0.5839701890945435
1587148833.4037378,24,0.5578545331954956
1587149640.069341,25,0.5654365420341492
1587150448.1569035,26,0.5233468413352966
1587151257.9045396,27,0.5052098035812378
1587152067.3349211,28,0.4916345179080963
1587152877.1627095,29,0.47415027022361755
1587153683.9714987,30,0.4557966887950897
1587154495.6557324,31,0.44396495819091797
1587155301.6963744,32,0.43096575140953064
1587156111.4103248,33,0.4192463755607605
1587156918.9905546,34,0.4015759229660034
1587157728.9169884,35,0.38983872532844543
1587158536.8386886,36,0.3797779083251953
1587159343.1442971,37,0.3650660216808319
1587160153.818315,38,0.35840532183647156
1587160961.0812485,39,0.34692803025245667
1587161769.6069453,40,0.3338150084018707
1587162578.2932026,41,0.3262041509151459
1587163386.571092,42,0.31829842925071716
1587164193.4328768,43,0.3072357773780823
1587165001.7355924,44,0.29694071412086487
1587165810.3968647,45,0.2917732298374176
1587166618.7546465,46,0.28539395332336426
1587167426.8234415,47,0.27719077467918396
1587168236.4059198,48,0.2715042233467102
1587169045.1370728,49,0.2612936496734619
1587169853.5888033,50,0.2594287097454071
1587170661.530066,51,0.2501116096973419
1587171469.2169008,52,0.24683262407779694
1587172277.6720145,53,0.24021711945533752
1587173087.1763067,54,0.2357783019542694
1587173895.124443,55,0.23062166571617126
1587174705.0463536,56,0.22634010016918182
1587175514.16545,57,0.21912787854671478
1587176324.8429186,58,0.21495580673217773
1587177133.53546,59,0.21074025332927704
1587177943.5988781,60,0.2072472870349884
1587178754.91097,61,0.20127597451210022
1587179565.9261346,62,0.19848893582820892
1587180376.1805863,63,0.18927115201950073
1587181185.8659272,64,0.1963684856891632
1587181998.341972,65,0.18548788130283356
1587182810.4915514,66,0.18253560364246368
1587183621.7119534,67,0.17782901227474213
1587184434.4021912,68,0.17742319405078888
1587185246.8534646,69,0.1747007519006729
1587186059.166911,70,0.1711190789937973
1587186874.317497,71,0.16776758432388306
1587187686.374168,72,0.16153894364833832
1587188500.73827,73,0.16166916489601135
1587189314.0257733,74,0.1612611562013626
1587190128.166536,75,0.15793180465698242
1587190941.2634053,76,0.15403808653354645
1587191753.6029751,77,0.14831984043121338
1587192567.66921,78,0.15097786486148834
1587193381.0209155,79,0.14728982746601105
1587194192.841147,80,0.14539262652397156
1587195004.5864034,81,0.14170466363430023
1587195815.073945,82,0.14086958765983582
1587196626.4081955,83,0.13915659487247467
1587197437.9425242,84,0.13898701965808868
1587198249.4993203,85,0.134165957570076
1587199060.2008479,86,0.13430702686309814
1587199873.013939,87,0.13043349981307983
1587200680.7170668,88,0.13151082396507263
1587201489.679611,89,0.12738502025604248
1587202297.764283,90,0.12629172205924988
1587203104.017987,91,0.1286570131778717
1587203911.5076501,92,0.12434365600347519
1587204739.0886517,93,0.12106809765100479
1587205547.682735,94,0.12374268472194672
1587206354.6484587,95,0.11675270646810532
1587207162.352126,96,0.11822734773159027
1587207970.9656572,97,0.11535105854272842
1587208776.4908366,98,0.1167600229382515
1587209583.0962176,99,0.11553902924060822
