Wall time,Step,Value
1587118561.582089,0,3.2966411113739014
1587119385.4155047,1,1.7946091890335083
1587120203.6967263,2,1.461382508277893
1587121025.0342605,3,1.298038125038147
1587121842.170184,4,1.181719183921814
1587122660.363354,5,1.1220637559890747
1587123479.1918733,6,1.0774195194244385
1587124297.9815068,7,1.0176423788070679
1587125115.5750976,8,0.9906758069992065
1587125932.3747318,9,0.9541977643966675
1587126748.9361827,10,0.9148532748222351
1587127565.2752464,11,0.8916290402412415
1587128395.4377644,12,0.8534079790115356
1587129212.580614,13,0.8378645777702332
1587130029.2398508,14,0.8215252161026001
1587130844.2668602,15,0.781656801700592
1587131670.2443862,16,0.7692469954490662
1587132490.0027413,17,0.7234586477279663
1587133311.6097567,18,0.7183521389961243
1587134130.9571283,19,0.6901929378509521
1587134952.3219714,20,0.6655154824256897
1587135769.906635,21,0.6543393135070801
1587136588.554806,22,0.620648980140686
1587137406.1764407,23,0.613370418548584
1587138222.690365,24,0.5823321342468262
1587139040.440576,25,0.5685356855392456
1587139856.8790698,26,0.5450009107589722
1587140672.0345428,27,0.5230536460876465
1587141488.217854,28,0.5124850869178772
1587142305.125116,29,0.49305281043052673
1587143121.000891,30,0.47799405455589294
1587143935.4000607,31,0.45564571022987366
1587144753.5889375,32,0.44710981845855713
1587145569.8643012,33,0.4331526458263397
1587146385.2848282,34,0.42021018266677856
1587147200.5931523,35,0.39802926778793335
1587148014.941491,36,0.39184409379959106
1587148830.333313,37,0.3801273703575134
1587149645.754409,38,0.37035295367240906
1587150459.5253346,39,0.3590346872806549
1587151274.8347988,40,0.3452822268009186
1587152089.324343,41,0.3407248258590698
1587152902.6744595,42,0.3264298439025879
1587153717.985764,43,0.321948766708374
1587154531.151083,44,0.3060963749885559
1587155345.27402,45,0.30722296237945557
1587156160.142658,46,0.2901986539363861
1587156973.0084455,47,0.28430262207984924
1587157788.4332323,48,0.2794059216976166
1587158600.8075123,49,0.27059444785118103
1587159418.6787488,50,0.26235997676849365
1587160230.1165872,51,0.26313379406929016
1587161044.7802012,52,0.2544083297252655
1587161856.7064426,53,0.24475081264972687
1587162670.1186433,54,0.24188733100891113
1587163484.3125842,55,0.24055863916873932
1587164296.0658276,56,0.23372963070869446
1587165109.3930216,57,0.22769637405872345
1587165921.7984443,58,0.21750710904598236
1587166735.529025,59,0.21697990596294403
1587167546.8217447,60,0.21427485346794128
1587168359.9789808,61,0.20451563596725464
1587169171.0826607,62,0.20549741387367249
1587169986.8610857,63,0.20243427157402039
1587170802.2408736,64,0.19636762142181396
1587171615.7673492,65,0.19089475274085999
1587172428.3318424,66,0.18773996829986572
1587173245.9737372,67,0.18741098046302795
1587174062.6620152,68,0.17747905850410461
1587174878.5865033,69,0.1834169328212738
1587175698.582215,70,0.1759665459394455
1587176517.992815,71,0.17067179083824158
1587177335.6278114,72,0.16834783554077148
1587178156.304366,73,0.16486462950706482
1587178979.0115395,74,0.1654905378818512
1587179799.8593318,75,0.16153457760810852
1587180621.8250124,76,0.15932276844978333
1587181444.612974,77,0.1578131765127182
1587182267.2830613,78,0.15686652064323425
1587183090.8691854,79,0.15287627279758453
1587183913.5336914,80,0.1499352753162384
1587184737.9350984,81,0.14678625762462616
1587185561.893225,82,0.14732494950294495
1587186386.5318627,83,0.14436616003513336
1587187211.1071093,84,0.14221425354480743
1587188036.172776,85,0.13934265077114105
1587188861.5595722,86,0.13805687427520752
1587189690.5691047,87,0.13350778818130493
1587190516.6052535,88,0.13643977046012878
1587191341.6033833,89,0.1324833333492279
1587192168.1014533,90,0.1289391964673996
1587192993.436307,91,0.12888219952583313
1587193819.455894,92,0.127982497215271
1587194644.8811052,93,0.125258207321167
1587195473.5300784,94,0.1272481083869934
1587196297.2163832,95,0.12036017328500748
1587197120.9881759,96,0.12219266593456268
1587197944.8061597,97,0.1203218549489975
1587198769.5065854,98,0.0621044784784317
1587199592.3587925,99,0.04738277196884155
