Wall time,Step,Value
1587048291.2239723,0,2.0598771572113037
1587049096.1897736,1,2.748979091644287
1587049894.2065825,2,2.9736175537109375
1587050693.9465005,3,2.9745659828186035
1587051491.5174558,4,2.974146842956543
1587052291.6634853,5,2.9761157035827637
1587053089.5635567,6,2.973078727722168
1587053888.720952,7,2.974747657775879
1587054687.8026235,8,2.9750428199768066
1587055485.588442,9,2.973888397216797
1587056284.9305623,10,2.9740567207336426
1587057083.8463824,11,2.9768576622009277
1587057882.502056,12,2.9720399379730225
1587058680.5496826,13,2.9747798442840576
1587059479.1626444,14,2.9737930297851562
1587060277.629039,15,2.974959135055542
1587061075.820099,16,2.9757230281829834
1587061876.384325,17,2.9722177982330322
1587062675.9542038,18,2.975933313369751
1587063472.6367495,19,2.9743363857269287
1587064271.3940594,20,2.9742400646209717
1587065069.9383054,21,2.97462797164917
1587065868.568214,22,2.9705777168273926
1587066668.0415914,23,2.9791882038116455
1587067465.038619,24,2.9738433361053467
1587068264.290084,25,2.9746053218841553
1587069063.003162,26,2.9724342823028564
1587069860.1410341,27,2.976531982421875
1587070659.126664,28,2.973158359527588
1587071455.595745,29,2.9755306243896484
1587072254.924254,30,2.9741523265838623
1587073055.2213175,31,2.974886178970337
1587073851.8215191,32,2.9735426902770996
1587074651.600697,33,2.9720826148986816
1587075448.4100494,34,2.977248430252075
1587076247.112996,35,2.9735119342803955
1587077045.2631478,36,2.9746878147125244
1587077842.423368,37,2.9732096195220947
1587078642.8170443,38,2.976917028427124
1587079440.8021746,39,2.9752209186553955
1587080237.644543,40,2.9721930027008057
1587081037.017037,41,2.973076820373535
1587081834.8240824,42,2.976337432861328
1587082633.189865,43,2.9733519554138184
1587083431.3764894,44,2.974668264389038
1587084230.2419577,45,2.9745430946350098
1587085028.6326377,46,2.9737579822540283
1587085826.8114269,47,2.9739036560058594
1587086625.405757,48,2.9748969078063965
1587087423.4613235,49,2.972792625427246
1587088222.7203896,50,2.975370407104492
1587089020.1160533,51,2.9768779277801514
1587089819.2459447,52,2.9736220836639404
1587090618.9870431,53,2.973862648010254
1587091416.6671338,54,2.9736721515655518
1587092215.7681243,55,2.974555492401123
1587093016.2096574,56,2.9747612476348877
1587093815.2563117,57,2.975496768951416
1587094614.6446052,58,2.9725546836853027
1587095412.1125805,59,2.974581718444824
1587096213.0291982,60,2.9756007194519043
1587097012.6112955,61,2.9744887351989746
1587097812.168142,62,2.9769492149353027
1587098612.069126,63,2.97286057472229
1587099413.1346095,64,2.9739127159118652
1587100211.9642856,65,2.9754202365875244
1587101013.365549,66,2.972654342651367
1587101811.968126,67,2.974961996078491
1587102611.9826262,68,2.971337080001831
1587103410.331871,69,2.9770431518554688
1587104209.727198,70,2.9746220111846924
1587105010.4224982,71,2.9743294715881348
1587105810.4331942,72,2.976653575897217
1587106610.569099,73,2.9724793434143066
1587107410.6143534,74,2.9762041568756104
1587108209.3111901,75,2.9733622074127197
1587109011.3631942,76,2.973243474960327
1587109817.7690752,77,2.974604845046997
1587110623.4525683,78,2.975973129272461
1587111424.970558,79,2.9774177074432373
1587112222.85676,80,2.972230911254883
1587113020.1213448,81,2.9726126194000244
1587113818.2234733,82,2.976034164428711
1587114614.4179623,83,2.9749655723571777
1587115411.6504285,84,2.9716415405273438
1587116210.2657547,85,2.9770867824554443
1587117008.457011,86,2.974867820739746
1587117806.2605133,87,2.9733524322509766
1587118603.0858567,88,2.973944664001465
1587119400.03507,89,2.9749412536621094
1587120196.5526736,90,2.9754483699798584
1587120994.415217,91,2.974698305130005
1587121793.861957,92,2.9748504161834717
1587122589.6324708,93,2.972405195236206
1587123388.5757003,94,2.9744040966033936
1587124184.3033674,95,2.9790358543395996
1587124982.0502608,96,2.9729604721069336
1587125780.1770055,97,2.972212553024292
1587126577.637081,98,2.975630760192871
1587127376.2344224,99,2.9778494834899902
